tweet_id,text,Violenc,Hate,Vulgar,HateSpeech
1584138793615261696,"هر جای این جهان یه گندی باشه، اسم جمهوری اسلامی هم هست.
ای مادرتون‌و گاییدم که انقدر کثیف و لجنید

#مهسا_امینی 
#اعتصابات_سراسری 
#OpIran https://t.co/C7UXxYPISv",0,1,0,1
1291019775632711680,"به همکارم میگم: عروس دومادا مراسم سالن که ندارن؟
میگه: نهههه تو خونه ست.
میگم من فقط باغ میرم، شب نمیرم، خونه خطرناکتر از سالنه.
میگه: شب من میرم!

لعنتی نمیخوام تو هم بمیری.
عجب جونورایین. خب باغ و آتلیه تون رو بگیرید برید سر زندگیتون دیگه. حتما باید فامیل بیان سم بکوبن؟! 🐃🦄",0,0,1,1
1604550863644553217,عبا خمینی رو کردن تن مسی,0,0,0,0
1649107518285811712,"رهبر عزیزمان:داوطلبانه به استقبال شهادت رفتند؛ یک وقت انسان در خانه‌ی خودش نشسته، دشمن به او حمله میکند، موشک میخورد، شهید میشود؛او هم شهیداست امّا فرق میکند باکسی که ازخانه بیرون می‌آید و هجرت میکند
#شهیدان_افلاکی
#علمداران_ظهور",0,0,0,0
1532465291808104451,"امروز تلفات کرونا در ایران صفر بود اما آمریکا بالای ۳۰۰نفر قربانی داشت.
سلبریتیها و تاجزاده و زیباکلام نمیخوان به این جنایت رژیم آخوندی واکنش نشون بدن؟!",0,1,0,1
1424073676429959168,"آدم چقدر می‌تونه بزدل و سرسپرده باشه که نذاره ورزشکاری که مدالش رو به مردم تقدیم کرده جمله‌شو تموم کنه...

@RasoulMajidi 
با برنامه‌ی به‌وضوح ضدرئالی‌تون کنار می‌اومدیم ولی با بزدلی‌تون خیر...
اون از توتونچی اینم از رسول مجیدی...",0,0,0,0
1575166589724688385,"بمیری ارتشی که هم وطنت را می کشی
#مهسا_امینی
#اعتصابات_سراسری 
#oplran",1,0,0,1
1405454398613037056,هر آدمی، چه پولدار و چه بی‌پول، چه زن و چه مرد، چه پیر و چه جوان ممکن است به بی‌شعوری مبتلا شود. نه باهوش بودن و نه کودن بودن، هیچ‌کدام مانع از ابتلا به این عارضه نمی‌شوند. به عبارت دیگر، بی‌شعوری مرضی است که می‌تواند هر کسی را در هر زمانی، بدون هیچ هشداری، آلوده کند.,0,0,0,0
1591207154455040001,"قریب به سه سال قبل که توئیتر رو نصب کردم واقعیت فقط برای ایدئولوژی جمهوری اسلامی و اهداف آن جماعت در فضای مجازی بود...
البته آن موقع هنوز رائفی پور گوش می‌کردم
آن موقع هنوز روحانی رییس‌جمهور بود
آن موقع کمتر نهج‌البلاغه می‌خواندم
آن موقع وارد بازار نشده بودم
آن موقع...هیچی ولش کن",0,0,0,0
1615082933374824448,"با این حال،حال من خوب نیست وقتی ازم دوری
قایم موشک بسه 
منم از وسط شکسته",0,0,0,0
1218762027352707072,"وقتی شهر مسیحی نشین بیجی توسط همرزمان #حاج_قاسم آزاد می شود، یک زن مسیحی روی دیوار کلیسا نوشت:
مریم مقدس راحت بخواب که دیگر مسیح به صلیب کشیده نمی شود، چون فرزندان #حضرت_زهرا رسیدند.
#سپاه_قدس 
#ملت_مقاومت_علیه_آمریکا",0,0,0,0
1593303906309709824,"شمایید و وجدان خودتان…
برای هدایت‌کنندگانِ آشوبی که تهش چیزی کاسب نشدند و تعداد افراد حلقه‌های عموزنجیربافشان در آخرین فراخوان سه رقمی هم نشد، کشتن مامور و به گلوله بستنِ مردم، آخرین تیرِ خشاب است!
حجم خشونتشان هم از دهان‌دریدگی در فضای مجازی است تا کشتار کف خیابان…
#برای_کیان",0,1,0,1
1642512911485616130,دانلود آهنگ جدید قبل تو هیچوقت بعد تو هیچکس دلمو نبرد فقط زدم آتیش من سیگارمو تا بسوزنه منو بیشتر https://t.co/1KeFBVF17U,0,0,0,0
1221687862170701824,#صدا_و_سیما: اما سخنرانی رئیس‌جمهوری را مستقیم نشان نمی‌دهیم؛ با تاخیر و کج نشان می‌دهیم. https://t.co/9xVvcRhHLq,0,0,0,0
1620356676724617216,"حالا که رژیم هزینه تقابل با سرکوبگران و #دفاع_مشروع را بیرحمانه و بی دلیل تا حد اعدام افزایش داده است می‌بایست هزینه ایستادن در مقابل مردم را برای رژیم با به آتش کشیدن اموال و حذف مزدورانش به صورت مخفیانه و در تاریکی شب افزایش دهیم
بدون برنامه و هیجانی عمل کردن ممنوع است",1,0,0,1
1604566205272137729,"حالا اگه فرانسه قهرمان می‌شد امباپه عبا رو نمی‌گرفت که هیچی، یه لگدم در کون امیر قطر می‌زد. همینه که مسی انقدر تخمی و دوست‌نداشتنیه.
#مهسا_امینی 
#ArgentinaVsFrance 
#SayTheirNames 
#HamidGharehassanlou",0,0,1,1
1254514590118969344,🔴 سپاه پاسداران انقلاب اسلامی، پسوند «ایران» را ندارد ولی بی بی سی و حاج خانم رعنا رحیم پور گوینده این تلویزیون میگوید « سپاه پاسداران ایران» بی خودی نیست که به آیت الله بی بی سی شهرت یافته,0,0,1,1
1645156253679730688,دارم از خستگی به قسمت های نامساوی تقسیم میشم و اندازه همون قسمت ها کار برای انجام دادن دارم، مثل سگ هم خوابم میاد.,0,0,0,0
1587722293668618240,"بیاید برند هایی که توسط صدا و سیما تبلیغ میشن رو تحریم کنیم منتها من و خیلی های دیگه اصلا کثافت صدا و سیما جمهوری اسلامی رو نگاه نمیکنیم که بخوایم بفهمیم کدوم برند تبلیغ شده لطفا مثل میهن و دوستان تو توییتر خبر بدید
#مهسا_امینی",0,1,0,1
1636476113596608512,دارم بالا میارم از توییتر. این مزخرفات چیه اه ایلان ماسک دلقک فضایی کودن. من میرم از اینجا خدانگهدار.,0,0,1,1
1417757599345385472,"ولی صهیونیست ها معتقد هستند ذبیح اسحاق هست نه اسمائیل 
چرا؟
چون خوب میدانند کلمات الله از نسل ذبیح خواهند بود که بسیار کثرت یافته و ملک عظیم برای آنهاست اما حسادت و نژاد پرستی چشمانشان را کور کرده - 54 نسا
جمعیت مسلمانان جهان :  1,703,146,000
جمعیت یهودیان : 15-16 میلیون نفر
#عید https://t.co/XyDzMUwAJi",0,0,0,0
1631356049792827392,من به خودمم حق طلاق دادم تو که بچه مردمی🫶🏻,0,0,0,0
1576145389593378816,"اینترنشنال داره کونشو از اخبار لحظه به لحظه ایران پاره میکنه بی بی سی خوردن ملخ آموزش میده واقعا نیاز بود اخه بعد انقلاب قراره همتونو ملخ خور کنیم وسط بازای لجن
#مهسا_امینی 
#MahsaAmini 
#اعتصابات_سراسری",0,1,0,1
1619077591683440642,قرآن خدا رو آتیش زدن، تمام مسلمانهای دنیا راهپیمایی کردن و اعتراض کردن، اونوقت تو ایران به عده مثلا روحانی عالم دین تمام دغدغه شون سخنرانی #رائفی_پور بود. این جنس از حسادت چقدر تو تاریخ آشناست 😏#رائفی_پور_تنها_نیست,0,0,0,0
1598374408279986177,"رژیم کمونیست چین همانند نوکر و برادر خود رژیم کثیف ج ا با ماشین روی مردم انقلابی چین رد می‌شوند 
چقد شیاطین همانند همند
به امید انقلاب نهایی در سرزمین های ایران ، چین،ترکیه،روسیه
#مهسا_امینی 
#نه_به_كشتن_بلوچها 
#مرگ_بر_دیکتاتور 
#مرگ_بر_کلیت_و_تمامیت_جمهوری_اسلامی",1,1,0,1
1422264067008475139,زمانی که رضا شاه دستور داد برای گرفتن شناسنامه همه به شهربانی بروند روحانیون فتوا دادن شناسنامه (سجل) حرام و نیرنگی است برای دانستن نام همسر و دختران شما،همچین موجوداتی ۴۲ ساله مسئول جان و مال مردم ایرانن و جالبتر اینکه یه سری این افراد رو بعنوان مرجع تقلید قبول دارن,0,0,0,0
1589573322316349440,"#رعنا_رحیم_پور تو یه مادر خرابه هزار پدری
تفاله عقب مانده #بی_بی_سی ازین به بعد هر کسی تو ایران اعدام بشه خون بیگناهش گردن تو و اون شبکه گهِ طویله گردونه. 
هر چی فحش و نفرین تو عالم برای تو پتیاره و امثال تو کمه.
#مهسا_امینی",0,0,1,1
1546918640267808771,"حجاب قانونی برای طبقات پایین جامعه‌اس
طبقات بالا که سلبریتی‌ها جزئشن همچین چیزی ندارن.",0,0,0,0
1601121181028864000,"تن زنده و مرده‌تونو میلرزونیم
این تو بمیری دیگه از اون تو بمیریا نیست
گورتونو خودتون کندید",1,0,0,1
1319602953137889282,"کسانی که تا دیروز به یک بسیجی که جونشو برای ناموس دیگران فدا کرد،فحش میدادن؛ امروز میگن اونجا بودیم اون مامور حراست (بیشرف) رو تیکه تیکه می‌کردیم.
اون مامور حراست آینه اعمال و کلام شماست.
خدا در دنیا و آخرت ذلیل کند شما را که نفاق را به حد اعلای خودش رسانده اید.
#شهید_محمد_محمدی",0,1,1,1
1271637517297582081,"دلقک‌های مسلمان ۱۴قرنست که مال و منال ما را تاراج میکنند و در خیمه‌شب‌بازی خودنوشته، انگشت اتهام بسوی همدیگر میگیرند تا نام دلقک اصلی نهان بماند و در عصر ما آخور نفتی آنان مستدام بماند.
سوزاندن دلقک اصلی(الله)، مقدمهٔ انقراض #اکبر_طبری و #لاریجانی و…است. https://t.co/nxgJr30apU",0,1,0,1
1587808504101879809,"دهلران لر و عرب دارد، کرد ندارد.
این حزب فاشیستی باید توسط عرب و‌تورک و لور سر جای خود بنشیند.
اتحاد ما علیه فاشیسم اینچنینی است که توسط احزاب کرد برای از هم‌گسیختن اتحاد ملت‌ها تاسیس و در حال فعالیت است. https://t.co/7AN6eVwq6J",0,0,0,0
1307739332661387265,"یه حس عجیبی بهم میگه همسر آیندم امسال کنکور داده، نه میشناسمت نه میدونم کی هستی ولی هر جا هستی بیا یجوری رتبه‌ات رو بگو. و همون حس میگه توییتر نداره، لذا کسی رتبه نگه😂.
خود شیفته هم خودتونین.
حسم هم الکی نمیگه البته تا حالا الکی نگفته😂",0,0,0,0
1405748073943289858,"مردم عزیز لیبرالهای حرام لقمه همه کار میکنن تا شما رو منصرف کنن ولی پا پس نکشید و حتما رای رو داخل صندوق بندازید

بر روحانی لعنت",0,1,0,1
1243536669862694912,هواپیمای مسافربری رو با دو موشک سرنگون میکنن بعدش خانواده قربانیان رو شکنجه و حتی بعضا مورد آزار جنسی قرار میدن ولی عبدالفرشاد توماج و نگار مرتضوی و بهمن کلباسی و بقیه فرقه ماله‌کشان بر این جنایت سرپوش میذارن و الان هم دنبال رفع تحریم‌ها و رسیدن این هیولاها به میلیاردها دلار هستن,0,1,0,1
1576708744670777344,"ویروسی کنیدددددددد

اگر بچه های #دانشگاه_شریف را بردند، باید بریم از میدان آزادی تا میدان فردوسی را از 8 صبح ببیندیم. این خیابان از اول صبح بسته بشه یعنی نصف ادارات دولتی بدون کارمند می مانند و بانک ها هم از ترس بسته می شوند. یعنی #اعتصابات_سراسری 
#مهسا_امینی https://t.co/k7Q7hKjsBr",0,0,0,0
1571383622669668354,"#جمهوری یعنی حکومتی مردمی=آزادی بیان و آزادی پس از بیان
لا اکراه فی الدین 
در دین هیچ اجباری 
بقره آیه ی ۲۵۶
#نه_به_جمهوري_اسلامي غیر جمهوری و غیر اسلامی #ایران
حکومت ایران=دروغ دروغ دروغ دروغ 
#نه_به_حجاب_اجباری 
#نه_به_گشت_ارشاد 
#مهسا_امینی",0,1,0,1
1317572757278908416,این #مهدی_توتونچی ادا درمیاره یا واقعا همینقد کصشر و کسخله,0,0,1,1
1297549110212517888,"دادستانی کل کشور از بازداشت محمدآغا احمدزی؛ ولسوال برحال ولسوالی چهارآسیاب کابل هنگام گرفتن ۱۰۰ هزار افغانی رشوه خبر می‌دهد.

 https://t.co/nxgvA8VpwL",0,0,0,0
1573971259544801280,"زیبا کلام,خزعلی و اون مهندس شیره ای خفه هستن , بخواب مرگ بریید ایشالا
#مهسا_امینی #OpIran",1,0,1,1
1481206459811704834,"اینفلئونسرها "" داف‌های اینستاگرامی "" روز گذشته مهمان «وحید یامین‌پور» در ساختمان شماره دو وزارت ورزش و جوانان بوده‌اند 

ولی باور کنید این اشخاص اگر در دولت قبل از سمت پاستور رد میشدند؛ کفن‌پوشان با فرماندهی امثال یامین پور تا مرز خودکشی پیش میرفتند :)))چه میکنه دولت انقلابی",0,1,0,1
1626884230369398787,رژيم فاشيستى خامنه اى و ياران https://t.co/53hWTcvvop,0,1,0,1
1219974353468694528,"#رائفی_پور_صدای_ماست 
#مناظره_استاد_رائفی_پور_و_آشنا 
@hesamodin1 
یاالله مناظره! https://t.co/wYtUKMFS6L",0,0,0,0
1247588249381593094,"اینجا افغانستان است . 
۲۷ میلیون افغانی اعلانات حکومت به خاطر ویروس کرونا  . 
نیم کیلو گندم کمک حکومت به مردم غریب ، تا که مردم در خانه مانده و خود را قرنطین کنند.",0,0,0,0
1344774677365989377,"چقدر حاج قاسم و فخری نژاد
چقدر سمیعی و طهرانی مقدم 
که مدیریت رانتی ج‌ ا مانع شکوفایی آنها شدند",0,1,0,1
1339047565795487745,"بابا بعد این همه حرف و‌ حدیث درباره‌ کرونا این مرده توتونچی میگه‌ تست prc بعد فهمید اشتباه کرده اومده اصلاح کنه میگه plc
 جدی این برنامه‌های صبحگاهی‌ رو‌ هیچکس نمیبینه خر تو خریه",0,0,0,0
1471882927738920972,حالا كه آقاي #مخبر اعتراف كردند تجهيزات مربوط به ساخت واكسن توسط سفير محترم در اثاثيه منزل جاسازي و وارد كشور شده است، لطف كنند و در مورد وارد كردن تجهيزات مربوط به سلاح هسته اي و موشك دوربرد هم توضيح داده و از سفير مربوطه تشكر كنند. #نه_به_جمهورى_اسلامى #خامنه‌ای_جنایتکار,0,1,0,1
1404821002320855043,"نشان دهنده فهم عمق درد مردم 
مشکلات مردم پیامک حجاب و آب بازی دختران و پسران  نیست 
#رئیسی_صدای_مردم 
#دولت_ضد_فساد",0,0,0,0
1566158013706256387,علم این همه پیشرفت کرده ولی هنوز قرصارو گنده می‌سازن.,0,0,0,0
1572173740204785664,"الحق که فامیل دکتر علی شریفی زارچی برازندشونه. درود بر شما آقای دکتر.
@SharifiZarchi 
#مهسا_امینی",0,0,0,0
1380644941383237640,به ایرانیا باید توهینِ مستقیم کرد تا یه‌چیزی رو بفهمن. مثلاً اگه کرونا زبون داشت و حق طلاقِ زن‌هارو نفی می‌کرد، الان ریشه‌کن شده بود.,0,1,0,1
1596889748848939010,"هر دوره جام جهانی اسراییل از فرصت سرگرمی رسانه ها استفاده میکرد، ضد جریان مقاومت و انتفاضه فلسطین عملیات انجام میداد
این دوره توی قطر، پرچم فلسطین مداوم بین طرفداران تیم های ملی دست به دست میشه و خبرنگاران اسراییلی هووو میشن!
#ومکروا_مکرالله_ان_الله_خیر_الماکرین",0,1,0,1
1570528800714391553,لذتی که در کیر شدن علیرضا دبیر و تیم خایمالش هست در هیچ قهرمانی ای نیست,0,0,1,1
1603480268094017538,"لاله ها رویید از خون جوانانِ وطن
آنکه جیکی زد جزا شد!
هیچکس چیزی نگفت..
#حسین_گلچین",0,0,0,0
1583783005604061184,"من دین ندارم ولی  به خدا اعتقاد دارم ، به بهشت و جهنم اعتقاد دارم، نماز نمیخونم ، حجاب نمیکنم ، غیبت میکنم ، ماه محرم میرم حسینیه ولی شب بر میگردم بساط شادی و قر و فرم به راهه ، من انسان آزادم، هر جور بخوام زندگی میکنم.. و این آزادی من تورو میکشه..
#کیرم_تو_بیت_رهبری 
#مهسا_امینی",0,1,0,1
1577697708877520900,"زن زندگی آزادی 💚
مرد میهن آبادی 🤍
279
#مهسا_امینی 
#MahsaAmini",0,0,0,0
1387797479010324485,مهدی ترابی ای کاش فینال بود,0,0,0,0
1521373156027424768,"عجب تناقض گویی وجیزی!
نظارت داشته باشند اما صیانت نه؟!
چرند نگو سید!
علم داشتن که فقط بازی با الفاظ نیست!
الفاظ بار معنایی و حقوقی دارند!
#طرح_صیانت https://t.co/IMt9qJ4hOe",0,0,1,1
